sku,name,currentFamily,correctedFamily,correctedRole,correctedCategory,confidence,reason
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"OFFICE-KIT","WyreStorm FOCUS Webcam & HALO Speakerphone, Office Kits","Camera / Capture","Speaker","Loudspeaker","Audio","high","Speaker naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"PSU-12V-3A","External Universal 12W Power Supply - 12V 3A - WyreStorm","Accessory","Cable","Cable / active optical cable","Cables","high","CAB SKU or cable naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"RX-35-POH","35m 4K HDBaseT Receiver - WyreStorm","Extender / HDBaseT","Extender","Signal extender","Extension","high","EX SKU or extender naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"RX-500","35m 4K HDBaseT Receiver with USB - WyreStorm","Camera / Capture","Camera","Camera / camera bridge","Camera / capture","high","CAM SKU or camera naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"RX-70-4K","70m 4K HDBaseT Receiver - WyreStorm","Extender / HDBaseT","Extender","Signal extender","Extension","high","EX SKU or extender naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"RX-70-4K-ARC","70m 4K HDBaseT Receiver with ARC - WyreStorm","Extender / HDBaseT","Extender","Signal extender","Extension","high","EX SKU or extender naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"RX-70-4K-SCL","70m 4K HDBaseT Scaling Receiver with Downscaling - WyreStorm","Extender / HDBaseT","Extender","Signal extender","Extension","high","EX SKU or extender naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"RX-700","100m 4K60 HDBaseT DSC Receiver with USB - WyreStorm","Camera / Capture","Cable","Cable / active optical cable","Cables","high","CAB SKU or cable naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"RX3-100","4K HDR 4:4:4 60Hz HDBaseT3.0 Receiver with USB Device Inputs, Audio De-embed & PoH 100m/328ft over Cat6 - WyreStorm","Camera / Capture","Cable","Cable / active optical cable","Cables","high","CAB SKU or cable naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"RXF-300-4K","4K HDR 4:4:4 60Hz HDBaseT Receiver with 2-Way IR and PoH (4K: 35m/115ft) - WyreStorm","Extender / HDBaseT","Extender","Signal extender","Extension","high","EX SKU or extender naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"RXV-35-4K","35m 4K60 HDBaseT Receiver for MXV - WyreStorm","Extender / HDBaseT","Extender","Signal extender","Extension","high","EX SKU or extender naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"RXV-35-SCL","Scaling 35m 4K60 HDBaseT Receiver for MXV - WyreStorm","Extender / HDBaseT","Extender","Signal extender","Extension","high","EX SKU or extender naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"RXV-70-4K","70m 4K60 HDBaseT Receiver - WyreStorm","Extender / HDBaseT","Extender","Signal extender","Extension","high","EX SKU or extender naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"RXV-70-4K-ARC","70m 4K60 HDBaseT Receiver with ARC - WyreStorm","Extender / HDBaseT","Extender","Signal extender","Extension","high","EX SKU or extender naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"RXV-70-4K-G2","70m 4K60 HDBaseT Receiver for MXV - WyreStorm","Extender / HDBaseT","Extender","Signal extender","Extension","high","EX SKU or extender naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"RXV-70-G2-SCL","Scaling 70m 4K60 HDBaseT Receiver for MX - WyreStorm","Extender / HDBaseT","Extender","Signal extender","Extension","high","EX SKU or extender naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"SP-0102-H2","4K60 1:2 HDMI Splitter - WyreStorm","Splitter / Distribution","Unclassified","Product","General AV","medium","General fallback classification"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"SP-0104-H2","4K HDMI Splitter – High-Quality HDMI Signal Distribution","Splitter / Distribution","Unclassified","Product","General AV","medium","General fallback classification"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"SP-0108-SCL","4K HDR 1:8 Splitter with Scaling Outputs - WyreStorm","Splitter / Distribution","Amplifier","Audio amplifier","Audio","high","AMP SKU or amplifier naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"SP-618","4K60 1:8 Scaling HDMI Splitter - WyreStorm","Splitter / Distribution","Amplifier","Audio amplifier","Audio","high","AMP SKU or amplifier naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"SR-10G-MM-SFPP","10G SFP+ Multimode Transceiver - WyreStorm","Accessory","Unclassified","Product","General AV","medium","General fallback classification"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"SR-1G-MM-SFP","1G SFP Multimode Transceiver - WyreStorm","Accessory","Unclassified","Product","General AV","medium","General fallback classification"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"SW-0204-VW","4K60Hz 4-Output Video Wall Processor - WyreStorm","Video Processor","Video Wall Processor","Video wall processor","Video Wall","high","VW / video wall naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"SW-0206-VW","WyreStorm SW-0206-VW 4K60 Video Wall Processor","Video Processor","Video Wall Processor","Video wall processor","Video Wall","high","VW / video wall naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"SW-120-TX3","Synergy 2-input 4K60Hz HDBaseT 3.0 Switching Transmitter with USB-C Charging and CEC Trigger - WyreStorm","Presentation / Room Core","Switcher / processor","Switcher / processor","Switching / processing","high","SW SKU pattern"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"SW-120-TX3-UK","Synergy 2-Input 4K60Hz HDBaseT 3.0 In-Wall Transmitter - WyreStorm","Presentation / Room Core","Switcher / processor","Switcher / processor","Switching / processing","high","SW SKU pattern"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"SW-120-TX3-US","Synergy 2-Input 4K60Hz HDBaseT 3.0 In-Wall Transmitter - WyreStorm","Presentation / Room Core","Switcher / processor","Switcher / processor","Switching / processing","high","SW SKU pattern"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"SW-130-TX-UK","3-Input In-wall HDBaseT Transmitter (2-gang UK) - WyreStorm","Presentation / Room Core","Switcher / processor","Switcher / processor","Switching / processing","high","SW SKU pattern"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"SW-130-TX-US","3-Input In-wall HDBaseT Transmitter (2-gang US) - WyreStorm","Presentation / Room Core","Switcher / processor","Switcher / processor","Switching / processing","high","SW SKU pattern"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"SW-220-TX-W","Wireless Presentation System for Seamless Presentations","Presentation / Room Core","Switcher / processor","Switcher / processor","Switching / processing","high","SW SKU pattern"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"SW-540-TX-W","4x2 4K HDBaseT Switcher with Wireless Casting - WyreStorm","Presentation / Room Core","Switcher / processor","Switcher / processor","Switching / processing","high","SW SKU pattern"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"SW-620-TX-W","Wireless Conferencing Solutions for Seamless Communication","Unified Comms","Switcher / processor","Switcher / processor","Switching / processing","high","SW SKU pattern"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"SW-640L-TX-W","Wireless Conferencing Solutions for Seamless Communication","Unified Comms","Switcher / processor","Switcher / processor","Switching / processing","high","SW SKU pattern"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"SW-740-TX","4-Input 4K60 DSC HDBaseT Switcher with USB - WyreStorm","Presentation / Room Core","Switcher / processor","Switcher / processor","Switching / processing","high","SW SKU pattern"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"SWX-100-HDBT3","SW-120-TX3 Transmitter and RX3-100 Receiver Kit - WyreStorm","Extender / HDBaseT","Extender","Signal extender","Extension","high","EX SKU or extender naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"SWX-100-IW-UK","In-Wall Kit with the SW-120-TX3-UK Transmitter and RX3-100 Receiver - WyreStorm","Extender / HDBaseT","Extender","Signal extender","Extension","high","EX SKU or extender naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"SWX-100-IW-US","In-Wall Kit with the SW-120-TX3-US Transmitter and RX3-100 Receiver - WyreStorm","Extender / HDBaseT","Extender","Signal extender","Extension","high","EX SKU or extender naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"SYN-CTL-HUB","IP to RS232/Relay/IR Protocol Converter - WyreStorm","Audio / Control","Unclassified","Product","General AV","medium","General fallback classification"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"SYN-KEY10","Synergy 10-button Keypad Controller - WyreStorm","Audio / Control","Unclassified","Product","General AV","medium","General fallback classification"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"SYN-KIT-130-EU","In-Wall Presentation Kit with Control (EU) - WyreStorm","Presentation / Room Core","Unclassified","Product","General AV","medium","General fallback classification"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"SYN-KIT-130-US","In-Wall Presentation Kit with Control - WyreStorm","Presentation / Room Core","Unclassified","Product","General AV","medium","General fallback classification"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"SYN-KIT-510-EU","Advanced Presentation Kit with Control (EU) - WyreStorm","Presentation / Room Core","Unclassified","Product","General AV","medium","General fallback classification"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"SYN-KIT-510-US","Advanced Presentation Kit with Control - WyreStorm","Presentation / Room Core","Unclassified","Product","General AV","medium","General fallback classification"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"SYN-TOUCH10","Synergy 10.1"" All-In-One Touchpad Controller - WyreStorm","Audio / Control","Unclassified","Product","General AV","medium","General fallback classification"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"SYN-TOUCH10-V2","Synergy 10.1"" All-In-One Touchpad Controller - WyreStorm","Audio / Control","Unclassified","Product","General AV","medium","General fallback classification"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"TS-280-EU","2.8"" Serial Control Color Touchscreen - WyreStorm","Audio / Control","Unclassified","Product","General AV","medium","General fallback classification"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"TS-280-US","2.8"" Serial Control Color Touchscreen - WyreStorm","Audio / Control","Unclassified","Product","General AV","medium","General fallback classification"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"TX-35-IW","HDMI Single Gang In-Wall HDBaseT Transmitter - WyreStorm","Extender / HDBaseT","Extender","Signal extender","Extension","high","EX SKU or extender naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"TX-35-IW-KVM","HDMI & USB Single Gang In-Wall HDBaseT Transmitter - WyreStorm","Extender / HDBaseT","Extender","Signal extender","Extension","high","EX SKU or extender naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"TX-35-IWC-KVM","USB C Single Gang In-Wall HDBaseT Transmitter - WyreStorm","Extender / HDBaseT","Extender","Signal extender","Extension","high","EX SKU or extender naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"TX-70-4K","70m 4K HDBaseT Transmitter - WyreStorm","Extender / HDBaseT","Extender","Signal extender","Extension","high","EX SKU or extender naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"TX-H2X-ADZ","H2XC Card: HDMI In, HDMI Out - WyreStorm","Extender / HDBaseT","Extender","Signal extender","Extension","high","EX SKU or extender naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"TX-H2X-HDBT","H2XC Card: 4K HDBaseT In, 4K HDBaseT Out, Mirrored HDMI Out - WyreStorm","Extender / HDBaseT","Extender","Signal extender","Extension","high","EX SKU or extender naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"TX-H2X-HDMI","H2XC Card: HDMI In, 4K HDBaseT Out, Mirrored HDMI Out - WyreStorm","Extender / HDBaseT","Extender","Signal extender","Extension","high","EX SKU or extender naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"TX-H2X-OM3","H2XC Card: HDMI In, 4K60 Fiber Out, Mirrored HDMI Out - WyreStorm","Extender / HDBaseT","Extender","Signal extender","Extension","high","EX SKU or extender naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"TX-H2X-VLC","H2XC Card: HDMI In, 4K60 HDBaseT Out - WyreStorm","Extender / HDBaseT","Extender","Signal extender","Extension","high","EX SKU or extender naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"USB-HUB4","4-Port USB 3.0 Superspeed Hub - WyreStorm","Accessory","Cable","Cable / active optical cable","Cables","high","CAB SKU or cable naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"WYRERING","Adapter Ring with USB-C, DisplayPort & Mini DisplayPort to HDMI with Cable Lock - WyreStorm","Accessory","Cable","Cable / active optical cable","Cables","high","CAB SKU or cable naming"
"OFFICIAL-PRODUCT-PAGE","","","Unclassified","Product","General AV","medium","General fallback classification"
"AMP-2120","Advanced 2 or 4 Channel Amplifier","Audio / Control","Amplifier","Audio amplifier","Audio","high","AMP SKU or amplifier naming"
"CAB-UAOC-15","USB 3.2 Active Optical Extension Cable","Cable","Cable","Cable / active optical cable","Cables","high","CAB SKU or cable naming"
"EX-60D-KVM","60m Dual HDMI KVM Extender","Extender / HDBaseT","Extender","Signal extender","Extension","high","EX SKU or extender naming"
"IDB-200-NA","Flip-Up In-Desk Box with USB-C, HDMI, USB Charging and Mains","Accessory","Cable Management","In-desk cable box","Cable management","high","IDB SKU pattern"
"IDB-400-EU-C","Flip-Up In-Desk Box with USB-C, HDMI, USB Charging and RJ-45","Accessory","Cable Management","In-desk cable box","Cable management","high","IDB SKU pattern"
"IDB-SPINE","Under-Desk Cable Management Spine with Adjustable Height","Accessory","Cable Management","In-desk cable box","Cable management","high","IDB SKU pattern"
"MV-0401-PRO","4-Input 4K60 Multiview Processor for NetworkHD","Video Processor","Video Wall Processor","Video wall processor","Video Wall","high","VW / video wall naming"
"MXV-0808-H2A-MK2","4K60 8x8 HDMI Matrix","Matrix Switcher","Matrix","Matrix switcher","Matrix switching","high","MX / MXV / EXP-MX SKU pattern"
"NHD-124-RACK-1U","1U 2-Slot Rack Mount for NetworkHD NHD-124-TX","Accessory","NetworkHD 100","NetworkHD accessory / control","AV-over-IP","high","NetworkHD accessory/control naming"
"NHD-600-E-RX","4K60 4:4:4 SDVoE Decoder with Zero-Latency Video and PoE+ Power","NetworkHD AVoIP","NetworkHD 600","10G AV-over-IP endpoint","AV-over-IP","high","NHD-6xx SKU pattern"
"NHD-600-E-TX","4K60 4:4:4 SDVoE Encoder with Zero-Latency Video and PoE+ Power","NetworkHD AVoIP","NetworkHD 600","10G AV-over-IP endpoint","AV-over-IP","high","NHD-6xx SKU pattern"
"SWX-100-IW-UX","100m 4K60 HDBaseT 3.0 In-Wall KVM Extender with USB-C and HDMI","Extender / HDBaseT","Extender","Signal extender","Extension","high","EX SKU or extender naming"
"AMP-260-DNT","120W Network Amplifier","","Amplifier","Audio amplifier","Audio","high","AMP SKU or amplifier naming"
"AMP-260-DNT","120W Network Amplifier","Audio / Control","Amplifier","Audio amplifier","Audio","high","AMP SKU or amplifier naming"
"APO-210-UC","Apollo TM Video-speakerphone switcher","","Speaker","Loudspeaker","Audio","high","Speaker naming"
"APO-210-UC","Apollo TM Video-speakerphone switcher","Unified Comms","Speaker","Loudspeaker","Audio","high","Speaker naming"
"APO-COM-MIC","Apollo TM companion mic","","Apollo","Microphone / UC audio accessory","Audio / UC","high","Microphone / UC audio naming"
"APO-COM-MIC","Apollo TM companion mic","Unified Comms","Apollo","Microphone / UC audio accessory","Audio / UC","high","Microphone / UC audio naming"
"APO-DG-DOCK","Docking station for APO-DG1, APO-DG2 & APO-DG-HDMI","","Apollo","Presentation / UC product","Presentation / UC","high","APO SKU pattern"
"APO-DG-DOCK","Docking station for APO-DG1, APO-DG2 & APO-DG-HDMI","Unified Comms","Apollo","Presentation / UC product","Presentation / UC","high","APO SKU pattern"
"APO-DG-HDMI","HDMI - USB C Adapter for the APO-DG1/2","","Apollo","Presentation / UC product","Presentation / UC","high","APO SKU pattern"
"APO-DG-HDMI","HDMI - USB C Adapter for the APO-DG1/2","Unified Comms","Apollo","Presentation / UC product","Presentation / UC","high","APO SKU pattern"
"APO-DG1","Apollo TM 1080p USB-C(DP Atl mode) dongle for wireless casting","","Apollo","Presentation / UC product","Presentation / UC","high","APO SKU pattern"
"APO-DG1","Apollo TM 1080p USB-C(DP Atl mode) dongle for wireless casting","Unified Comms","Apollo","Presentation / UC product","Presentation / UC","high","APO SKU pattern"
"APO-DG2","Apollo TM 4K USB-C(DP Atl mode) dongle for wireless casting and wireless conferencing(...","","Apollo","Presentation / UC product","Presentation / UC","high","APO SKU pattern"
"APO-DG2","Apollo TM 4K USB-C(DP Atl mode) dongle for wireless casting and wireless conferencing(...","Unified Comms","Apollo","Presentation / UC product","Presentation / UC","high","APO SKU pattern"
"APO-DG2-PRO","Apollo TM 4K USB-C(DP Atl mode) dongle for wireless casting and wireless conferencing(...","","Apollo","Presentation / UC product","Presentation / UC","high","APO SKU pattern"
"APO-DG2-PRO","Apollo TM 4K USB-C(DP Atl mode) dongle for wireless casting and wireless conferencing(...","Unified Comms","Apollo","Presentation / UC product","Presentation / UC","high","APO SKU pattern"
"APO-MIC-EXT","Mini-USB to Ethernet adaptor for connection between Videobar and Companion Mic APO-COM-MIC","","Apollo","Microphone / UC audio accessory","Audio / UC","high","Microphone / UC audio naming"
"APO-MIC-EXT","Mini-USB to Ethernet adaptor for connection between Videobar and Companion Mic APO-COM-MIC","Unified Comms","Apollo","Microphone / UC audio accessory","Audio / UC","high","Microphone / UC audio naming"
"APO-SKY-MIC","Apollo TM companion Add-On Ceiling Mic","","Apollo","Microphone / UC audio accessory","Audio / UC","high","Microphone / UC audio naming"
"APO-SKY-MIC","Apollo TM companion Add-On Ceiling Mic","Unified Comms","Apollo","Microphone / UC audio accessory","Audio / UC","high","Microphone / UC audio naming"
"APO-VX20-MNT","Wall Mounting Kit for the APO-VX20-UC Video Bar","","Apollo","Presentation / UC product","Presentation / UC","high","APO SKU pattern"
"APO-VX20-MNT","Wall Mounting Kit for the APO-VX20-UC Video Bar","Accessory","Apollo","Presentation / UC product","Presentation / UC","high","APO SKU pattern"
"APO-VX20-UC","Apollo TM Video Bar & Switcher","","Speaker","Loudspeaker","Audio","high","Speaker naming"
"APO-VX20-UC","Apollo TM Video Bar & Switcher","Unified Comms","Speaker","Loudspeaker","Audio","high","Speaker naming"
"CAB-HAOC-10","10m/32ft HDMI 2.0 AOC","","Cable","Cable / active optical cable","Cables","high","CAB SKU or cable naming"
"CAB-HAOC-10","10m/32ft HDMI 2.0 AOC","Cable","Cable","Cable / active optical cable","Cables","high","CAB SKU or cable naming"
"CAB-HAOC-15","15m/49ft HDMI 2.0 AOC","","Cable","Cable / active optical cable","Cables","high","CAB SKU or cable naming"
"CAB-HAOC-15","15m/49ft HDMI 2.0 AOC","Cable","Cable","Cable / active optical cable","Cables","high","CAB SKU or cable naming"
"CAB-HAOC-15-C","15m/49ft HDMI 2.0 AOC","","Cable","Cable / active optical cable","Cables","high","CAB SKU or cable naming"
"CAB-HAOC-15-C","15m/49ft HDMI 2.0 AOC","Cable","Cable","Cable / active optical cable","Cables","high","CAB SKU or cable naming"
"CAB-HAOC-20","20m/65ft HDMI 2.0 AOC","","Cable","Cable / active optical cable","Cables","high","CAB SKU or cable naming"
"CAB-HAOC-20","20m/65ft HDMI 2.0 AOC","Cable","Cable","Cable / active optical cable","Cables","high","CAB SKU or cable naming"
"CAB-HAOC-20-C","20m/65ft HDMI 2.0 AOC","","Cable","Cable / active optical cable","Cables","high","CAB SKU or cable naming"
"CAB-HAOC-20-C","20m/65ft HDMI 2.0 AOC","Cable","Cable","Cable / active optical cable","Cables","high","CAB SKU or cable naming"
"CAB-HAOC-30-C","30m/98ft HDMI 2.0 AOC","","Cable","Cable / active optical cable","Cables","high","CAB SKU or cable naming"
"CAB-HAOC-30-C","30m/98ft HDMI 2.0 AOC","Cable","Cable","Cable / active optical cable","Cables","high","CAB SKU or cable naming"
"CAB-HAOC-FRL-10","10m/32ft HDMI 2.1 AOC","","Cable","Cable / active optical cable","Cables","high","CAB SKU or cable naming"
"CAB-HAOC-FRL-10","10m/32ft HDMI 2.1 AOC","Cable","Cable","Cable / active optical cable","Cables","high","CAB SKU or cable naming"
"CAB-HAOC-FRL-15","15m/49ft HDMI 2.1 AOC","","Cable","Cable / active optical cable","Cables","high","CAB SKU or cable naming"
"CAB-HAOC-FRL-15","15m/49ft HDMI 2.1 AOC","Cable","Cable","Cable / active optical cable","Cables","high","CAB SKU or cable naming"
"CAB-UAOC-15-C","USB 3.2 M to F Active Optical Extension Cable","","Cable","Cable / active optical cable","Cables","high","CAB SKU or cable naming"
"CAB-UAOC-15-C","USB 3.2 M to F Active Optical Extension Cable","Cable","Cable","Cable / active optical cable","Cables","high","CAB SKU or cable naming"
"CAB-USBC-15","USB-C to C Active Optical Cable","","Cable","Cable / active optical cable","Cables","high","CAB SKU or cable naming"
"CAB-USBC-15","USB-C to C Active Optical Cable","Cable","Cable","Cable / active optical cable","Cables","high","CAB SKU or cable naming"
"CAM-210-NDI-PTZ","1080p60 PTZ Camera","","Camera","Camera / camera bridge","Camera / capture","high","CAM SKU or camera naming"
"CAM-210-NDI-PTZ","1080p60 PTZ Camera","Camera / Capture","Camera","Camera / camera bridge","Camera / capture","high","CAM SKU or camera naming"
"CAM-210-PTZ","1080p60 PTZ Camera","","Camera","Camera / camera bridge","Camera / capture","high","CAM SKU or camera naming"
"CAM-210-PTZ","1080p60 PTZ Camera","Camera / Capture","Camera","Camera / camera bridge","Camera / capture","high","CAM SKU or camera naming"
"COM-MIC-HUB","Microphone Hub","","Apollo","Microphone / UC audio accessory","Audio / UC","high","Microphone / UC audio naming"
"COM-MIC-HUB","Microphone Hub","Unified Comms","Apollo","Microphone / UC audio accessory","Audio / UC","high","Microphone / UC audio naming"
"EX-100-G2","4K60Hz 4:2:0 HDBaseT Extender","","Extender","Signal extender","Extension","high","EX SKU or extender naming"
"EX-100-G2","4K60Hz 4:2:0 HDBaseT Extender","Extender / HDBaseT","Extender","Signal extender","Extension","high","EX SKU or extender naming"
"EX-100-H2","4K60Hz 4:2:0 HDBT 2.0 Extender Set","","Extender","Signal extender","Extension","high","EX SKU or extender naming"
"EX-100-H2","4K60Hz 4:2:0 HDBT 2.0 Extender Set","Extender / HDBaseT","Extender","Signal extender","Extension","high","EX SKU or extender naming"
"EX-100-IW-USBC","USB 3.2 Single Gang In-Wall HDBT-USB3 Transmitter and Receiver Kit","","Extender","Signal extender","Extension","high","EX SKU or extender naming"
"EX-100-IW-USBC","USB 3.2 Single Gang In-Wall HDBT-USB3 Transmitter and Receiver Kit","Extender / HDBaseT","Extender","Signal extender","Extension","high","EX SKU or extender naming"
"EX-100-KVM","4K60Hz 4:2:0 HDBT 2.0 Extender Set","","Extender","Signal extender","Extension","high","EX SKU or extender naming"
"EX-100-KVM","4K60Hz 4:2:0 HDBT 2.0 Extender Set","Extender / HDBaseT","Extender","Signal extender","Extension","high","EX SKU or extender naming"
"EX-100-KVM-IP","4K30Hz 4:4:4 IP Extender set","","Extender","Signal extender","Extension","high","EX SKU or extender naming"
"EX-100-KVM-IP","4K30Hz 4:4:4 IP Extender set","Extender / HDBaseT","Extender","Signal extender","Extension","high","EX SKU or extender naming"
"EX-100-USB3","USB 3.2 HDBT-USB3 Extender","","Extender","Signal extender","Extension","high","EX SKU or extender naming"
"EX-100-USB3","USB 3.2 HDBT-USB3 Extender","Extender / HDBaseT","Extender","Signal extender","Extension","high","EX SKU or extender naming"
"EX-35-H2","4K60Hz 4:4:4 HDBaseT TM Extender Set","","Extender","Signal extender","Extension","high","EX SKU or extender naming"
"EX-35-H2","4K60Hz 4:4:4 HDBaseT TM Extender Set","Extender / HDBaseT","Extender","Signal extender","Extension","high","EX SKU or extender naming"
"EX-35-H2-ARC","4K60Hz 4:4:4 HDBaseT TM Extender Set","","Extender","Signal extender","Extension","high","EX SKU or extender naming"
"EX-35-H2-ARC","4K60Hz 4:4:4 HDBaseT TM Extender Set","Extender / HDBaseT","Extender","Signal extender","Extension","high","EX SKU or extender naming"
"EX-40-G3","1080p60Hz UTP Extender Set","","Extender","Signal extender","Extension","high","EX SKU or extender naming"
"EX-40-G3","1080p60Hz UTP Extender Set","Extender / HDBaseT","Extender","Signal extender","Extension","high","EX SKU or extender naming"
"EX-40-H2-ARC","4K60Hz 4:4:4 HDBaseT TM Extender Set","","Extender","Signal extender","Extension","high","EX SKU or extender naming"
