"Path","Extension","Lines","KB"
"server\server\agents\visionContextAgent.mjs",".mjs","42","1.49"
"tools\check-discovery-topology.mjs",".mjs","42","2.29"
"src\wingman2\components\WingmanGuruDrawer.compareContext.test.ts",".ts","41","2.03"
"src\wingman2\components\SectionCard.tsx",".tsx","41","1.29"
".wingman-work\backups\20260811-125215\src\wingman2\components\SectionCard.tsx",".tsx","41","1.29"
".wingman-work\backups\20260811-125821\src\wingman2\components\SectionCard.tsx",".tsx","41","1.29"
".wingman-work\backups\20260811-125346\src\wingman2\components\SectionCard.tsx",".tsx","41","1.29"
".wingman-work\backups\20260811-125821\src\wingman2\components\WingmanGuruDrawer.compareContext.test.ts",".ts","41","2.03"
".wingman-work\backups\20260811-125215\src\wingman2\components\WingmanGuruDrawer.compareContext.test.ts",".ts","41","2.03"
".wingman-work\backups\20260811-125346\src\wingman2\components\WingmanGuruDrawer.compareContext.test.ts",".ts","41","2.03"
"src\wingman2\lib\productDataQuality.ts",".ts","40","2.83"
"tsconfig.typecheck.json",".json","40","0.7"
".wingman-work\backups\20260811-125346\src\wingman2\lib\productCallCardText.ts",".ts","39","0.72"
".wingman-work\backups\20260811-125821\src\__tests__\fixtures\documentIngest\blustreamPacific.fixture.ts",".ts","39","1.18"
".wingman-work\backups\20260811-125821\src\wingman2\lib\productCallCardText.ts",".ts","39","0.72"
".wingman-work\backups\20260811-125215\src\wingman2\lib\productCallCardText.ts",".ts","39","0.72"
"src\wingman2\components\ProductWorkspaceChrome.test.tsx",".tsx","39","1.63"
"tools\check-known-wyrestorm-matrix-profiles.mjs",".mjs","39","1.99"
".wingman-work\backups\20260811-125215\src\wingman2\components\ProductWorkspaceChrome.test.tsx",".tsx","39","1.63"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_orphan_fixture_move_20260706-115619\blustreamPacific.fixture.ts",".ts","39","1.18"
".wingman-work\backups\20260811-125346\src\wingman2\components\ProductWorkspaceChrome.test.tsx",".tsx","39","1.63"
".wingman-work\backups\20260811-125346\src\__tests__\fixtures\documentIngest\blustreamPacific.fixture.ts",".ts","39","1.18"
".wingman-work\backups\20260811-125215\src\__tests__\fixtures\documentIngest\blustreamPacific.fixture.ts",".ts","39","1.18"
".wingman-work\backups\20260811-125821\src\wingman2\components\ProductWorkspaceChrome.test.tsx",".tsx","39","1.63"
"src\wingman2\lib\productCallCardText.ts",".ts","39","0.72"
"src\__tests__\fixtures\documentIngest\blustreamPacific.fixture.ts",".ts","39","1.18"
"src\wingman2\pages\discovery\discoveryTypes.ts",".ts","38","0.97"
"vitest.config.ts",".ts","38","1.34"
".wingman-work\backups\20260811-125215\src\__tests__\productTopologyUiContract.test.ts",".ts","38","1.62"
".wingman-work\backups\20260811-125346\src\wingman2\pages\discovery\discoveryTypes.ts",".ts","38","0.97"
"src\__tests__\productTopologyUiContract.test.ts",".ts","38","1.62"
"tools\verify-chain.mjs",".mjs","38","1.29"
".wingman-work\backups\20260811-125821\src\__tests__\productTopologyUiContract.test.ts",".ts","38","1.62"
".wingman-work\backups\20260811-125821\src\wingman2\pages\discovery\discoveryTypes.ts",".ts","38","0.97"
"archive\_wingman_backup_unreferenced_src_modules_20260710-104753\src\wingman2\components\layout\WingmanPanel.tsx",".tsx","38","0.91"
".wingman-work\backups\20260811-125346\src\__tests__\productTopologyUiContract.test.ts",".ts","38","1.62"
".wingman-work\backups\20260811-125215\src\wingman2\pages\discovery\discoveryTypes.ts",".ts","38","0.97"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\components\SectionCard.tsx",".tsx","37","1"
"archive\backups\product-call-cards-phase1b-2026-06-07-20-15-24\src\wingman2\pages\ProductCallCardsPage.tsx",".tsx","37","1.58"
".wingman-backups\dashboard-guru-20260712-092949\tools\repair-dashboard-style-drift.mjs",".mjs","36","1.13"
"tools\repair-dashboard-style-drift.mjs",".mjs","36","1.13"
"archive\_wingman_backup_unused_server_agent_pipeline_20260710-122026\server\server\agents\runPhase1Pipeline.mjs",".mjs","36","0.86"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\__tests__\ErrorBoundary.test.tsx",".tsx","36","1.4"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\app\wingmanDisplayScaleGuard.ts",".ts","36","1.13"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_no_equivalent_submit_20260704-205931\tools\check-compare-no-equivalent-submit.mjs",".mjs","36","1.79"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_vite_blank_20260708-055744\src_main.tsx",".tsx","36","1.26"
"src\wingman2\lib\compareEligibilityEngine.presentationIntent.test.ts",".ts","35","1.46"
".wingman-work\backups\20260811-125215\src\wingman2\lib\compareEligibilityEngine.presentationIntent.test.ts",".ts","35","1.46"
"src\wingman2\lib\compareResolution.test.ts",".ts","35","1.83"
".wingman-work\backups\20260811-125821\src\wingman2\lib\compareEligibilityEngine.presentationIntent.test.ts",".ts","35","1.46"
".wingman-work\backups\20260811-125346\src\wingman2\lib\compareEligibilityEngine.presentationIntent.test.ts",".ts","35","1.46"
".wingman-work\backups\20260811-125821\src\wingman2\lib\compareResolution.test.ts",".ts","35","1.83"
".wingman-work\backups\20260811-125346\src\wingman2\lib\compareResolution.test.ts",".ts","35","1.83"
".wingman-work\backups\20260811-125215\src\wingman2\lib\compareResolution.test.ts",".ts","35","1.83"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\components\layout\WingmanPanel.tsx",".tsx","34","0.81"
"tools\check-wingman-repair-guard.mjs",".mjs","34","1.5"
"archive\_wingman_backup_unreferenced_src_modules_20260710-104753\src\wingman2\components\layout\WingmanPageFrame.tsx",".tsx","34","0.74"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\lib\compareDisplayText.ts",".ts","34","0.96"
"archive\_wingman_backup_unused_server_agent_pipeline_20260710-122026\server\server\agents\schemas\proposal.schema.mjs",".mjs","34","0.94"
"tools\check-wingman-hard-repair.mjs",".mjs","33","1.52"
".wingman-work\backups\20260811-125346\src\lib\server.ts",".ts","33","0.92"
"src\lib\server.ts",".ts","33","0.92"
".wingman-work\backups\20260811-125215\src\lib\server.ts",".ts","33","0.92"
"archive\_wingman_backup_unreferenced_src_modules_20260710-104753\src\wingman2\content\featureAudit.ts",".ts","33","0.86"
".wingman-work\backups\20260811-125821\src\lib\server.ts",".ts","33","0.92"
"archive\_wingman_backup_unreferenced_src_modules_20260710-104753\src\wingman2\components\layout\WingmanCard.tsx",".tsx","33","0.84"
"archive\_wingman_backup_before_reversing_compare_ui_polish_20260613-204652\src\wingman2\components\compare\CompareBackToListButton.tsx",".tsx","33","0.88"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\components\TopBarAudienceSelector.tsx",".tsx","33","0.92"
"archive\_wingman_backup_unreferenced_src_modules_20260710-104753\src\wingman2\components\layout\WingmanPageHero.tsx",".tsx","33","0.85"
"src\vite-env.d.ts",".ts","32","0.93"
".wingman-work\backups\20260811-125821\src\wingman2\pages\ComparePageNew.bridge.test.tsx",".tsx","32","1.18"
".wingman-work\backups\20260811-125215\src\vite-env.d.ts",".ts","32","0.93"
".wingman-work\backups\20260811-125821\src\vite-env.d.ts",".ts","32","0.93"
"src\wingman2\pages\ComparePageNew.bridge.test.tsx",".tsx","32","1.18"
".wingman-work\backups\20260811-125215\src\wingman2\pages\ComparePageNew.bridge.test.tsx",".tsx","32","1.18"
".wingman-work\backups\20260811-125346\src\vite-env.d.ts",".ts","32","0.93"
".wingman-work\backups\20260811-125346\src\wingman2\pages\ComparePageNew.bridge.test.tsx",".tsx","32","1.18"
"server\server\agents\prompts\guruPrompt.mjs",".mjs","32","2.28"
".wingman-work\backups\20260811-125346\src\wingman2\lib\adminProductOverrides.test.ts",".ts","31","1.33"
".wingman-work\backups\20260811-125215\src\wingman2\lib\adminProductOverrides.test.ts",".ts","31","1.33"
".wingman-work\backups\20260811-125821\src\wingman2\lib\adminProductOverrides.test.ts",".ts","31","1.33"
".wingman-work\backups\20260811-125215\src\wingman2\lib\compareSkuNormalization.test.ts",".ts","31","1.52"
"public\wyrestorm-technical-data-audit.json",".json","31","1.24"
"src\wingman2\lib\compareSkuNormalization.test.ts",".ts","31","1.52"
"src\wingman2\pages\ComparePageNew.liveLookup.test.ts",".ts","31","1.05"
".wingman-work\backups\20260811-125346\src\wingman2\lib\compareSkuNormalization.test.ts",".ts","31","1.52"
".wingman-work\backups\20260811-125346\src\wingman2\pages\ComparePageNew.liveLookup.test.ts",".ts","31","1.05"
"src\wingman2\lib\adminProductOverrides.test.ts",".ts","31","1.33"
".wingman-work\backups\20260811-125821\src\wingman2\pages\ComparePageNew.liveLookup.test.ts",".ts","31","1.05"
".wingman-work\backups\20260811-125821\src\wingman2\lib\compareSkuNormalization.test.ts",".ts","31","1.52"
".wingman-work\backups\20260811-125215\src\wingman2\pages\ComparePageNew.liveLookup.test.ts",".ts","31","1.05"
"archive\_wingman_backup_compare_summary_copy_update_20260615-193518\networkHdAvoipRoleGate.test.ts",".ts","30","1.56"
"archive\_wingman_backup_compare_role_gate_repair_20260615-192817\networkHdAvoipRoleGate.test.ts",".ts","30","1.56"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\components\layout\WingmanPageFrame.tsx",".tsx","30","0.69"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\components\layout\WingmanCard.tsx",".tsx","30","0.79"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\components\layout\WingmanPageHero.tsx",".tsx","30","0.79"
"data\product-story-coverage-policy.json",".json","30","1.06"
".wingman-work\backups\20260811-125215\src\__tests__\ingestNextStep.test.tsx",".tsx","29","1.12"
"tsconfig.json",".json","29","0.48"
"src\wingman2\lib\knownWyrestormCompareProfiles.test.ts",".ts","29","1.37"
".wingman-work\backups\20260811-125821\src\wingman2\lib\knownWyrestormCompareProfiles.test.ts",".ts","29","1.37"
".wingman-work\backups\20260811-125821\tsconfig.json",".json","29","0.48"
".wingman-work\backups\20260811-125346\src\__tests__\solutionTemplates.test.ts",".ts","29","1.77"
"src\__tests__\solutionTemplates.test.ts",".ts","29","1.77"
"_backups\retire-finder-feature-sweep-v3-20260720-084642\files\src\__tests__\ingestNextStep.test.tsx",".tsx","29","1.12"
"src\__tests__\ingestNextStep.test.tsx",".tsx","29","1.12"
".wingman-work\backups\20260811-125215\src\__tests__\solutionTemplates.test.ts",".ts","29","1.77"
".wingman-work\backups\20260811-125346\tsconfig.json",".json","29","0.48"
"server\server\agents\tools\projectTools.mjs",".mjs","29","1.02"
"_backups\retire-finder-feature-sweep-v4-20260720-085242\files\src\__tests__\ingestNextStep.test.tsx",".tsx","29","1.12"
".wingman-work\backups\20260811-125215\tsconfig.json",".json","29","0.48"
".wingman-work\backups\20260811-125215\src\wingman2\lib\knownWyrestormCompareProfiles.test.ts",".ts","29","1.37"
".wingman-work\backups\20260811-125821\src\__tests__\solutionTemplates.test.ts",".ts","29","1.77"
".wingman-work\backups\20260811-125346\src\__tests__\ingestNextStep.test.tsx",".tsx","29","1.12"
".wingman-work\backups\20260811-125346\src\wingman2\lib\knownWyrestormCompareProfiles.test.ts",".ts","29","1.37"
"data\governance\wingman-governance.json",".json","29","1.1"
"server\server\agents\lib\json.mjs",".mjs","29","0.76"
".wingman-work\backups\20260811-125821\src\__tests__\ingestNextStep.test.tsx",".tsx","29","1.12"
"_backups\retire-finder-feature-sweep-v5-20260720-085648\files\src\__tests__\ingestNextStep.test.tsx",".tsx","29","1.12"
"src\wingman2\lib\wyrestormPortCountRecovery.test.ts",".ts","28","1.09"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\content\featureAudit.ts",".ts","28","0.83"
".wingman-work\backups\20260811-125346\src\wingman2\lib\wyrestormPortCountRecovery.test.ts",".ts","28","1.09"
".wingman-backups\dashboard-guru-20260712-092949\tools\check-dashboard-single-screen-layout.mjs",".mjs","28","0.93"
".wingman-work\backups\20260811-125821\src\wingman2\lib\wyrestormPortCountRecovery.test.ts",".ts","28","1.09"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\vite-env.d.ts",".ts","28","0.88"
".wingman-work\backups\20260811-125215\src\wingman2\lib\wyrestormPortCountRecovery.test.ts",".ts","28","1.09"
".wingman-work\backups\20260811-125215\src\__tests__\finderProductFamilyReason.test.ts",".ts","27","0.83"
".wingman-work\backups\20260811-125215\src\__tests__\productIntelligenceIndexCacheUsage.test.ts",".ts","27","1.3"
".wingman-work\backups\20260811-125346\src\__tests__\productIntelligenceIndexCacheUsage.test.ts",".ts","27","1.3"
"_backups\retire-finder-feature-sweep-v5-20260720-085648\files\src\__tests__\productIntelligenceIndexCacheUsage.test.ts",".ts","27","1.3"
"_backups\retire-finder-feature-sweep-v4-20260720-085242\files\src\__tests__\productIntelligenceIndexCacheUsage.test.ts",".ts","27","1.3"
".wingman-work\backups\20260811-125215\src\__tests__\wingmanCoach.test.ts",".ts","27","0.95"
"_backups\retire-finder-feature-sweep-v3-20260720-084642\files\src\__tests__\productIntelligenceIndexCacheUsage.test.ts",".ts","27","1.3"
".wingman-work\backups\20260811-125346\src\__tests__\finderProductFamilyReason.test.ts",".ts","27","0.83"
".wingman-work\backups\20260811-125346\src\__tests__\wingmanCoach.test.ts",".ts","27","0.95"
".wingman-work\backups\20260811-125821\src\__tests__\wingmanCoach.test.ts",".ts","27","0.95"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\components\ui\WingmanSelectionGrid.tsx",".tsx","27","0.62"
"src\__tests__\finderProductFamilyReason.test.ts",".ts","27","0.83"
".wingman-work\backups\20260811-125821\src\__tests__\finderProductFamilyReason.test.ts",".ts","27","0.83"
"components.json",".json","27","0.61"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\hooks\useWingmanAudience.ts",".ts","27","0.74"
"src\__tests__\wingmanCoach.test.ts",".ts","27","0.95"
".wingman-work\backups\20260811-125821\src\__tests__\productIntelligenceIndexCacheUsage.test.ts",".ts","27","1.3"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\components\TopBarUtilityActions.tsx",".tsx","27","0.82"
"src\__tests__\productIntelligenceIndexCacheUsage.test.ts",".ts","27","1.3"
".wingman-work\backups\20260811-125215\src\wingman2\components\branding\GuruAssistantAvatar.tsx",".tsx","26","0.65"
".wingman-work\backups\20260811-125346\src\__tests__\pageHeroGuidance.test.tsx",".tsx","26","1.02"
".wingman-work\backups\20260811-125215\src\__tests__\pageHeroGuidance.test.tsx",".tsx","26","1.02"
".wingman-work\backups\20260811-125821\src\__tests__\pageHeroGuidance.test.tsx",".tsx","26","1.02"
"src\wingman2\components\branding\GuruAssistantAvatar.tsx",".tsx","26","0.65"
".wingman-work\backups\20260811-125346\src\wingman2\components\branding\GuruAssistantAvatar.tsx",".tsx","26","0.65"
".wingman-work\backups\20260811-125821\src\wingman2\components\branding\GuruAssistantAvatar.tsx",".tsx","26","0.65"
"src\__tests__\pageHeroGuidance.test.tsx",".tsx","26","1.02"
".wingman-work\backups\20260811-125215\src\wingman2\lib\productIntelligenceIndexCache.test.ts",".ts","25","0.99"
".wingman-work\backups\20260811-125215\src\wingman2\lib\proposalCompiler.test.ts",".ts","25","1.35"
"src\wingman2\pages\CatalogBrowserPage.fetchError.test.tsx",".tsx","25","0.99"
".wingman-work\backups\20260811-125346\src\wingman2\lib\productIntelligenceIndexCache.test.ts",".ts","25","0.99"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\components\ConfidenceMeter.tsx",".tsx","25","0.66"
"src\wingman2\lib\productIntelligenceIndexCache.test.ts",".ts","25","0.99"
".wingman-work\backups\20260811-125215\src\wingman2\pages\CatalogBrowserPage.fetchError.test.tsx",".tsx","25","0.99"
".wingman-work\backups\20260811-125346\src\wingman2\pages\CatalogBrowserPage.fetchError.test.tsx",".tsx","25","0.99"
".wingman-work\backups\20260811-125346\src\wingman2\lib\proposalCompiler.test.ts",".ts","25","1.35"
".wingman-work\backups\20260811-125821\src\wingman2\pages\CatalogBrowserPage.fetchError.test.tsx",".tsx","25","0.99"
".wingman-work\backups\20260811-125821\src\wingman2\lib\proposalCompiler.test.ts",".ts","25","1.35"
".wingman-work\backups\20260811-125821\src\wingman2\lib\productIntelligenceIndexCache.test.ts",".ts","25","0.99"
"src\wingman2\lib\proposalCompiler.test.ts",".ts","25","1.35"
"archive\_wingman_backup_unused_server_agent_pipeline_20260710-122026\server\server\agents\prompts\discoveryPrompt.mjs",".mjs","24","1.31"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\components\WorkflowActionCard.tsx",".tsx","24","0.75"
"reports\probe-product-index-shape.cjs",".cjs","24","0.9"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\lib\productIntelligenceIndexCache.ts",".ts","23","0.7"
"server\catalog\files.mjs",".mjs","23","1.39"
"tools\check-wingman-scenario-validation.mjs",".mjs","23","0.64"
".wingman-work\backups\20260811-125821\src\wingman2\lib\buildInfo.ts",".ts","23","1.05"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\components\branding\GuruAssistantAvatar.tsx",".tsx","23","0.62"
".wingman-work\backups\20260811-125215\src\wingman2\lib\buildInfo.ts",".ts","23","1.05"
"src\wingman2\lib\scenarioValidation.ts",".ts","23","3.07"
